familia, eluyente1, eluyente2, columna_nombre, columna_usp_code, columna_length, columna_id, columna_particle_size, columna_temperature, columna_flowrate, tiempo_muerto, score

Flavin nucleotides (CHEMONTID:0001329), eluent.1.h2o 0, eluent.2.acn 0, Merck SeQuant ZIC-HILIC, column.usp.code_L114, 145.45454545454547, 2.1000000000000005, 4.863636363636363, 25.0, 0.25, 1.3300246658237755, 0

Flavin nucleotides (CHEMONTID:0001329), eluent.1.h2o 0, eluent.2.meoh 0, Waters CORTECS T3, column.usp.code_L1, 100.0, 2.1, 2.7, 40.0, 0.3, 0.735, 0

Flavin nucleotides (CHEMONTID:0001329), eluent.1.h2o 0, eluent.2.meoh 0, Waters CORTECS T3, column.usp.code_L1, 100.0, 2.1, 2.7, 40.0, 0.3, 0.735, 0

Flavin nucleotides (CHEMONTID:0001329), eluent.1.h2o 0, eluent.2.meoh 0, Waters CORTECS T3, column.usp.code_L1, 100.0, 2.1, 2.7, 40.0, 0.3, 0.735, 0

Flavin nucleotides (CHEMONTID:0001329), eluent.1.h2o 0, eluent.2.acn 0, Phenomenex Kinetex C18, column.usp.code_L1, 150.0, 2.1, 1.7, 30.0, 0.3, 1.1025, 0

Flavin nucleotides (CHEMONTID:0001329), eluent.1.h2o 0, eluent.2.acn 0, Phenomenex Kinetex C18, column.usp.code_L1, 150.0, 2.1, 1.7, 30.0, 0.3, 1.1025, 0

Flavin nucleotides (CHEMONTID:0001329), eluent.1.acn 0, eluent.2.h2o 0, Merck SeQuant ZIC-pHILIC, column.usp.code_L122, 150.0, 2.1, 5.0, 40.0, 0.3, 1.1025, 0

Flavin nucleotides (CHEMONTID:0001329), eluent.1.h2o 0, eluent.2.acn 0, Merck Supelco Ascentis Express C18, column.usp.code_L1, 100.0, 2.1, 2.0, 40.0, 0.3, 0.735, 0

Flavin nucleotides (CHEMONTID:0001329), eluent.1.h2o 0, eluent.2.acn 0, Merck Supelco Ascentis Express C18, column.usp.code_L1, 100.0, 2.1, 2.0, 40.0, 0.2, 1.1025, 0

Flavin nucleotides (CHEMONTID:0001329), eluent.1.h2o 0, eluent.2.acn 0, Merck Supelco Ascentis Express C18, column.usp.code_L1, 100.0, 2.1, 2.0, 40.0, 0.25, 0.882, 0

Flavin nucleotides (CHEMONTID:0001329), eluent.1.h2o 0, eluent.2.acn 0, Merck Supelco Ascentis Express C18, column.usp.code_L1, 100.0, 2.1, 2.0, 40.0, 0.35, 0.63, 0

Flavin nucleotides (CHEMONTID:0001329), eluent.1.h2o 0, eluent.2.acn 0, Merck Supelco Ascentis Express C18, column.usp.code_L1, 100.0, 2.1, 2.0, 40.0, 0.4, 0.55125, 0

Flavin nucleotides (CHEMONTID:0001329), eluent.1.h2o 0, eluent.2.acn 0, Merck Supelco Ascentis Express C18, column.usp.code_L1, 100.0, 2.1, 2.0, 37.5, 0.3, 0.735, 0

Flavin nucleotides (CHEMONTID:0001329), eluent.1.h2o 0, eluent.2.acn 0, Merck Supelco Ascentis Express C18, column.usp.code_L1, 100.0, 2.1, 2.0, 39.0, 0.3, 0.735, 0

Flavin nucleotides (CHEMONTID:0001329), eluent.1.h2o 0, eluent.2.acn 0, Merck Supelco Ascentis Express C18, column.usp.code_L1, 100.0, 2.1, 2.0, 41.0, 0.3, 0.735, 0

Flavin nucleotides (CHEMONTID:0001329), eluent.1.h2o 0, eluent.2.acn 0, Merck Supelco Ascentis Express C18, column.usp.code_L1, 100.0, 2.1, 2.0, 42.5, 0.3, 0.735, 0

Flavin nucleotides (CHEMONTID:0001329), eluent.1.h2o 0, None, Waters ACQUITY UPLC BEH Amide, column.usp.code_L68, 100.0, 2.1, 1.7, 40.0, 0.5, 0.4571959788769226, 0

Flavin nucleotides (CHEMONTID:0001329), eluent.1.h2o 0, None, Waters ACQUITY UPLC BEH Amide, column.usp.code_L68, 100.0, 2.1, 1.7, 40.0, 0.5, 0.4571959788769226, 0

Flavin nucleotides (CHEMONTID:0001329), eluent.1.h2o 0, eluent.2.acn 0, Waters ACQUITY UPLC HSS T3, column.usp.code_L1, 100.0, 2.1, 1.8, 30.0, 0.4, 0.55125, 0

Flavin nucleotides (CHEMONTID:0001329), eluent.1.h2o 0, eluent.2.acn 0, Waters ACQUITY UPLC HSS T3, column.usp.code_L1, 100.0, 2.1, 1.8, 40.0, 0.4, 0.55125, 0

Flavin nucleotides (CHEMONTID:0001329), eluent.1.h2o 0, eluent.2.acn 0, Waters ACQUITY UPLC HSS T3, column.usp.code_L1, 100.0, 2.1, 1.8, 50.0, 0.4, 0.55125, 0

Flavin nucleotides (CHEMONTID:0001329), eluent.1.h2o 0, eluent.2.acn 0, Waters ACQUITY UPLC HSS T3, column.usp.code_L1, 100.0, 2.1, 1.8, 40.0, 0.4, 0.55125, 0

Flavin nucleotides (CHEMONTID:0001329), eluent.1.h2o 0, eluent.2.acn 0, Waters CORTECS UPLC C18, column.usp.code_L1, 100.0, 2.1, 1.6, 30.0, 0.4, 0.55125, 0

Flavin nucleotides (CHEMONTID:0001329), eluent.1.h2o 0, eluent.2.acn 0, Waters CORTECS UPLC C18, column.usp.code_L1, 100.0, 2.1, 1.6, 40.0, 0.4, 0.55125, 0

Flavin nucleotides (CHEMONTID:0001329), eluent.1.h2o 0, eluent.2.acn 0, Waters CORTECS UPLC C18, column.usp.code_L1, 100.0, 2.1, 1.6, 40.0, 0.4, 0.55125, 0

Flavin nucleotides (CHEMONTID:0001329), eluent.1.h2o 0, eluent.2.acn 0, Waters CORTECS UPLC C18, column.usp.code_L1, 100.0, 2.1, 1.6, 40.0, 0.4, 0.55125, 0

Flavin nucleotides (CHEMONTID:0001329), eluent.1.h2o 0, eluent.2.meoh 0, Waters CORTECS UPLC C18, column.usp.code_L1, 100.0, 2.1, 1.6, 30.0, 0.4, 0.55125, 0

Flavin nucleotides (CHEMONTID:0001329), eluent.1.h2o 0, eluent.2.meoh 0, Waters CORTECS UPLC C18, column.usp.code_L1, 100.0, 2.1, 1.6, 40.0, 0.4, 0.55125, 0

Flavin nucleotides (CHEMONTID:0001329), eluent.1.h2o 0, eluent.2.meoh 0, Waters CORTECS UPLC C18, column.usp.code_L1, 100.0, 2.1, 1.6, 50.0, 0.4, 0.55125, 0

Flavin nucleotides (CHEMONTID:0001329), eluent.1.h2o 0, eluent.2.meoh 0, Waters CORTECS UPLC C18, column.usp.code_L1, 100.0, 2.1, 1.6, 40.0, 0.4, 0.55125, 0

Flavin nucleotides (CHEMONTID:0001329), eluent.1.h2o 0, eluent.2.acn 0, Restek Raptor Biphenyl, column.usp.code_L11, 100.0, 2.1, 2.7, 30.0, 0.4, 0.55125, 0

Flavin nucleotides (CHEMONTID:0001329), eluent.1.h2o 0, eluent.2.acn 0, Restek Raptor Biphenyl, column.usp.code_L11, 100.0, 2.1, 2.7, 40.0, 0.4, 0.55125, 0

Flavin nucleotides (CHEMONTID:0001329), eluent.1.h2o 0, eluent.2.acn 0, Restek Raptor Biphenyl, column.usp.code_L11, 100.0, 2.1, 2.7, 50.0, 0.4, 0.55125, 0

Flavin nucleotides (CHEMONTID:0001329), eluent.1.h2o 0, eluent.2.acn 0, Restek Raptor Biphenyl, column.usp.code_L11, 100.0, 2.1, 2.7, 40.0, 0.4, 0.55125, 0

Flavin nucleotides (CHEMONTID:0001329), eluent.1.h2o 0, eluent.2.acn 0, Restek Raptor Biphenyl, column.usp.code_L11, 100.0, 2.1, 2.7, 40.0, 0.4, 0.55125, 0

Flavin nucleotides (CHEMONTID:0001329), eluent.1.h2o 0, eluent.2.meoh 0, Restek Raptor Biphenyl, column.usp.code_L11, 100.0, 2.1, 2.7, 50.0, 0.4, 0.55125, 0

Flavin nucleotides (CHEMONTID:0001329), eluent.1.h2o 0, eluent.2.meoh 0, Restek Raptor Biphenyl, column.usp.code_L11, 100.0, 2.1, 2.7, 40.0, 0.4, 0.55125, 0

Flavin nucleotides (CHEMONTID:0001329), eluent.1.h2o 0, eluent.2.acn 0, Waters ACQUITY UPLC HSS C18, column.usp.code_L1, 100.0, 2.1, 1.8, 30.0, 0.4, 0.55125, 0

Flavin nucleotides (CHEMONTID:0001329), eluent.1.h2o 0, eluent.2.acn 0, Waters ACQUITY UPLC HSS C18, column.usp.code_L1, 100.0, 2.1, 1.8, 40.0, 0.4, 0.55125, 0

Flavin nucleotides (CHEMONTID:0001329), eluent.1.h2o 0, eluent.2.acn 0, Waters ACQUITY UPLC HSS C18, column.usp.code_L1, 100.0, 2.1, 1.8, 50.0, 0.4, 0.55125, 0

Flavin nucleotides (CHEMONTID:0001329), eluent.1.h2o 0, eluent.2.acn 0, Waters ACQUITY UPLC HSS C18, column.usp.code_L1, 100.0, 2.1, 1.8, 40.0, 0.4, 0.55125, 0

Flavin nucleotides (CHEMONTID:0001329), eluent.1.h2o 0, eluent.2.acn 0, Waters ACQUITY UPLC HSS C18, column.usp.code_L1, 100.0, 2.1, 1.8, 40.0, 0.4, 0.55125, 0

Flavin nucleotides (CHEMONTID:0001329), eluent.1.h2o 0, eluent.2.meoh 0, Waters ACQUITY UPLC HSS C18, column.usp.code_L1, 100.0, 2.1, 1.8, 30.0, 0.4, 0.55125, 0

Flavin nucleotides (CHEMONTID:0001329), eluent.1.h2o 0, eluent.2.meoh 0, Waters ACQUITY UPLC HSS C18, column.usp.code_L1, 100.0, 2.1, 1.8, 40.0, 0.4, 0.55125, 0

Flavin nucleotides (CHEMONTID:0001329), eluent.1.h2o 0, eluent.2.meoh 0, Waters ACQUITY UPLC HSS C18, column.usp.code_L1, 100.0, 2.1, 1.8, 50.0, 0.4, 0.55125, 0

Flavin nucleotides (CHEMONTID:0001329), eluent.1.h2o 0, None, Waters Atlantis Premier BEH Z-HILIC, column.usp.code_L122, 100.0, 2.1, 1.7, 40.0, 0.15, 1.47, 0

Flavin nucleotides (CHEMONTID:0001329), eluent.1.h2o 0, None, Waters Atlantis Premier BEH Z-HILIC, column.usp.code_L122, 100.0, 2.1, 1.7, 40.0, 0.15, 1.47, 0

Flavin nucleotides (CHEMONTID:0001329), eluent.1.h2o 0, None, Waters Atlantis Premier BEH Z-HILIC, column.usp.code_L122, 100.0, 2.1, 1.7, 40.0, 0.15, 1.47, 0

Flavin nucleotides (CHEMONTID:0001329), eluent.1.h2o 0, None, Waters Atlantis Premier BEH Z-HILIC, column.usp.code_L122, 100.0, 2.1, 1.7, 40.0, 0.15, 1.47, 0

Flavin nucleotides (CHEMONTID:0001329), eluent.1.h2o 0, None, Waters Atlantis Premier BEH Z-HILIC, column.usp.code_L122, 100.0, 2.1, 1.7, 40.0, 0.15, 1.47, 0

Flavin nucleotides (CHEMONTID:0001329), eluent.1.h2o 0, None, Waters Atlantis Premier BEH Z-HILIC, column.usp.code_L122, 100.0, 2.1, 1.7, 40.0, 0.15, 1.47, 0

Flavin nucleotides (CHEMONTID:0001329), eluent.1.h2o 0, None, Waters Atlantis Premier BEH Z-HILIC, column.usp.code_L122, 100.0, 2.1, 1.7, 40.0, 0.16, 1.378125, 0

Flavin nucleotides (CHEMONTID:0001329), eluent.1.h2o 0, None, Waters Atlantis Premier BEH Z-HILIC, column.usp.code_L122, 100.0, 2.1, 1.7, 40.0, 0.15, 1.47, 0

Flavin nucleotides (CHEMONTID:0001329), eluent.1.h2o 0, None, Waters Atlantis Premier BEH Z-HILIC, column.usp.code_L122, 100.0, 2.1, 1.7, 40.0, 0.17, 1.2970588235294116, 0

Furofurans (CHEMONTID:0001816), eluent.1.h2o 0, eluent.2.acn 0, Waters ACQUITY UPLC BEH C18, column.usp.code_L1, 98.03921568627452, 2.056862745098039, 1.7, 38.0, 0.24, 0.895845316696432, 1.5149639849852892

Furofurans (CHEMONTID:0001816), eluent.1.h2o 0, eluent.2.acn 0, Agilent ZORBAX Extend-C18, column.usp.code_L1, 50.0, 2.1, 1.8, 35.0, 0.1, 1.1025, 0

Furofurans (CHEMONTID:0001816), eluent.1.h2o 0, eluent.2.acn 0, Waters ACQUITY UPLC HSS T3, column.usp.code_L1, 100.0, 2.1, 1.8, 50.0, 0.4, 0.55125, 0

Furofurans (CHEMONTID:0001816), eluent.1.h2o 0, eluent.2.acn 0, Phenomenex Kinetex XB-C18, column.usp.code_L1, 100.0, 2.1, 1.7, 30.0, 0.4, 0.55125, 0

Furofurans (CHEMONTID:0001816), eluent.1.h2o 0, eluent.2.acn 0, Waters ACQUITY UPLC BEH C18, column.usp.code_L1, 100.0, 2.1, 1.7, 50.0, 0.4, 0.55125, 0.7926038035455097

Triazolopyridines (CHEMONTID:0000314), eluent.1.h2o 0, eluent.2.acn 0, Agilent ZORBAX Extend-C18, column.usp.code_L1, 50.0, 2.1, 1.8, 35.0, 0.1, 1.1025, 0.01614104792649614

Triazolopyridines (CHEMONTID:0000314), eluent.1.h2o 0, eluent.2.acn 0, Waters ACQUITY UPLC BEH C18, column.usp.code_L1, 50.0, 2.1, 1.7, 40.0, 0.6, 0.18375, 0

Phenanthrolines (CHEMONTID:0001626), eluent.1.h2o 0, eluent.2.acn 0, Waters ACQUITY UPLC BEH C18, column.usp.code_L1, 98.03921568627452, 2.056862745098039, 1.7, 38.0, 0.24, 0.895845316696432, 0

Phenanthrolines (CHEMONTID:0001626), eluent.1.h2o 0, eluent.2.acn 0, Agilent ZORBAX Extend-C18, column.usp.code_L1, 50.0, 2.1, 1.8, 35.0, 0.1, 1.1025, 0.8602814119970376

Phenanthrolines (CHEMONTID:0001626), eluent.1.h2o 0, eluent.2.acn 0, Waters ACQUITY UPLC BEH C18, column.usp.code_L1, 50.0, 2.1, 1.7, 40.0, 0.6, 0.18375, 0.3339933365064255

Indenes and isoindenes (CHEMONTID:0000021), eluent.1.h2o 0, eluent.2.acn 0, Agilent ZORBAX Extend-C18, column.usp.code_L1, 50.0, 2.1, 1.8, 35.0, 0.1, 1.1025, 0.7006442804113155

Indenes and isoindenes (CHEMONTID:0000021), None, eluent.2.meoh 0, Thermo Scientific Acclaim RSLC 120 C18, column.usp.code_L1, 100.0, 2.1, 2.2, 30.0, 0.2, 1.1025, 0.8066549912434325

Indenes and isoindenes (CHEMONTID:0000021), None, eluent.2.meoh 0, Thermo Scientific Acclaim RSLC 120 C18, column.usp.code_L1, 100.0, 2.1, 2.2, 30.0, 0.2, 1.1025, 0

Indenes and isoindenes (CHEMONTID:0000021), eluent.1.h2o 0, eluent.2.acn 0, Waters ACQUITY UPLC BEH C18, column.usp.code_L1, 50.0, 2.1, 1.7, 40.0, 0.6, 0.18375, 0.876014308182666

Biotin and derivatives (CHEMONTID:0000244), eluent.1.h2o 0, eluent.2.meoh 0, Waters ACQUITY UPLC HSS T3, column.usp.code_L1, 100.0, 2.1, 1.8, 30.0, 0.3, 0.735, 0

Biotin and derivatives (CHEMONTID:0000244), eluent.1.h2o 0, None, Waters ACQUITY UPLC HSS T3, column.usp.code_L1, 150.0, 2.1, 1.7, 30.0, 0.4, 0.8268749999999999, 0.9995233546043192

Biotin and derivatives (CHEMONTID:0000244), eluent.1.acn 0, eluent.2.h2o 0, Merck SeQuant ZIC-pHILIC, column.usp.code_L122, 150.0, 2.1, 5.0, 32.5, 0.1, 3.3075, 0

Biotin and derivatives (CHEMONTID:0000244), eluent.1.h2o 0, eluent.2.acn 0, Merck SeQuant ZIC-HILIC, column.usp.code_L114, 145.45454545454547, 2.1000000000000005, 4.863636363636363, 25.0, 0.25, 1.3300246658237755, 0.2662278899046886

Biotin and derivatives (CHEMONTID:0000244), eluent.1.h2o 0, eluent.2.acn 0, Thermo Scientific Hypersil GOLD, column.usp.code_L1, 113.75, 2.1, 1.9, 40.0, 0.4, 0.6500755324656243, 0

Biotin and derivatives (CHEMONTID:0000244), eluent.1.h2o 0, eluent.2.meoh 0, Thermo Scientific Accucore C18, column.usp.code_L1, 100.0, 2.1, 2.6, 36.36363636363637, 0.2, 1.1025, 0

Biotin and derivatives (CHEMONTID:0000244), eluent.1.h2o 0, eluent.2.meoh 0, Merck Supelco Ascentis Express C18, column.usp.code_L1, 100.0, 2.1, 5.0, 40.78947368421053, 0.1, 2.205, 0

Biotin and derivatives (CHEMONTID:0000244), eluent.1.h2o 0, eluent.2.meoh 0, Merck Supelco Ascentis Express ES-Cyano, column.usp.code_L10, 100.0, 2.1, 2.7, 40.78947368421053, 0.1, 2.205, 0

Biotin and derivatives (CHEMONTID:0000244), eluent.1.h2o 0, eluent.2.meoh 0, Merck Supelco Ascentis Express F5 (PFP), column.usp.code_L43, 100.0, 2.1, 2.7, 40.78947368421053, 0.1, 2.205, 0

Biotin and derivatives (CHEMONTID:0000244), eluent.1.h2o 0, eluent.2.meoh 0, Merck Supelco Ascentis Express Phenyl-Hexyl, column.usp.code_L11, 100.0, 2.1, 2.7, 40.78947368421053, 0.1, 2.205, 0

Biotin and derivatives (CHEMONTID:0000244), eluent.1.h2o 0, eluent.2.meoh 0, Waters ACQUITY UPLC BEH C18, column.usp.code_L1, 100.0, 2.1, 1.7, 40.54166666666666, 0.1, 2.205, 0

Biotin and derivatives (CHEMONTID:0000244), eluent.1.h2o 0, eluent.2.meoh 0, Waters ACQUITY UPLC BEH C18, column.usp.code_L1, 100.0, 2.1, 1.7, 40.54166666666666, 0.1, 2.205, 0

Biotin and derivatives (CHEMONTID:0000244), eluent.1.h2o 0, eluent.2.meoh 0, Waters ACQUITY UPLC BEH C18, column.usp.code_L1, 100.0, 2.1, 1.7, 40.54166666666666, 0.1, 2.205, 0

Biotin and derivatives (CHEMONTID:0000244), eluent.1.h2o 0, eluent.2.meoh 0, Waters ACQUITY UPLC BEH C18, column.usp.code_L1, 100.0, 2.1, 1.7, 40.54166666666666, 0.1, 2.205, 0

Biotin and derivatives (CHEMONTID:0000244), eluent.1.h2o 0, eluent.2.meoh 0, Waters ACQUITY UPLC BEH C18, column.usp.code_L1, 100.0, 2.1, 1.7, 40.54166666666666, 0.2, 1.1025, 0

Biotin and derivatives (CHEMONTID:0000244), eluent.1.h2o 0, eluent.2.meoh 0, Waters ACQUITY UPLC BEH C18, column.usp.code_L1, 100.0, 2.1, 1.7, 40.54166666666666, 0.1, 2.205, 0

Biotin and derivatives (CHEMONTID:0000244), eluent.1.h2o 0, eluent.2.meoh 0, Waters ACQUITY UPLC BEH C18, column.usp.code_L1, 100.0, 2.1, 1.7, 40.54166666666666, 0.1, 2.205, 0

Biotin and derivatives (CHEMONTID:0000244), eluent.1.h2o 0, eluent.2.meoh 0, Waters ACQUITY UPLC BEH C18, column.usp.code_L1, 100.0, 2.1, 1.7, 40.54166666666666, 0.1, 2.205, 0

Biotin and derivatives (CHEMONTID:0000244), eluent.1.h2o 0, eluent.2.meoh 0, Waters CORTECS T3, column.usp.code_L1, 100.0, 2.1, 2.7, 40.0, 0.1, 2.205, 0

Biotin and derivatives (CHEMONTID:0000244), eluent.1.h2o 0, eluent.2.meoh 0, Waters CORTECS T3, column.usp.code_L1, 100.0, 2.1, 2.7, 40.0, 0.1, 2.205, 0

Biotin and derivatives (CHEMONTID:0000244), eluent.1.h2o 0, eluent.2.meoh 0, Waters CORTECS T3, column.usp.code_L1, 100.0, 2.1, 2.7, 40.0, 0.1, 2.205, 0

Biotin and derivatives (CHEMONTID:0000244), eluent.1.h2o 0, eluent.2.meoh 0, Waters CORTECS T3, column.usp.code_L1, 100.0, 2.1, 2.7, 40.0, 0.15, 1.47, 0

Biotin and derivatives (CHEMONTID:0000244), eluent.1.h2o 0, eluent.2.meoh 0, Waters CORTECS T3, column.usp.code_L1, 100.0, 2.1, 2.7, 40.0, 0.15, 1.47, 0

Biotin and derivatives (CHEMONTID:0000244), eluent.1.h2o 0, eluent.2.meoh 0, Waters CORTECS T3, column.usp.code_L1, 100.0, 2.1, 2.7, 40.0, 0.2, 1.1025, 0

Biotin and derivatives (CHEMONTID:0000244), eluent.1.h2o 0, eluent.2.meoh 0, Waters CORTECS T3, column.usp.code_L1, 100.0, 2.1, 2.7, 40.0, 0.2, 1.1025, 0

Biotin and derivatives (CHEMONTID:0000244), eluent.1.h2o 0, eluent.2.meoh 0, Waters CORTECS T3, column.usp.code_L1, 100.0, 2.1, 2.7, 40.0, 0.2, 1.1025, 0

Biotin and derivatives (CHEMONTID:0000244), eluent.1.h2o 0, eluent.2.meoh 0, Waters CORTECS T3, column.usp.code_L1, 100.0, 2.1, 2.7, 40.0, 0.2, 1.1025, 0

Biotin and derivatives (CHEMONTID:0000244), eluent.1.h2o 0, eluent.2.meoh 0, Waters CORTECS T3, column.usp.code_L1, 100.0, 2.1, 2.7, 40.0, 0.2, 1.1025, 0

Biotin and derivatives (CHEMONTID:0000244), eluent.1.h2o 0, eluent.2.meoh 0, Waters CORTECS T3, column.usp.code_L1, 100.0, 2.1, 2.7, 40.0, 0.2, 1.1025, 0

Biotin and derivatives (CHEMONTID:0000244), eluent.1.h2o 0, eluent.2.meoh 0, Waters CORTECS T3, column.usp.code_L1, 100.0, 2.1, 2.7, 40.0, 0.25, 0.882, 0

Biotin and derivatives (CHEMONTID:0000244), eluent.1.h2o 0, eluent.2.meoh 0, Waters CORTECS T3, column.usp.code_L1, 100.0, 2.1, 2.7, 40.0, 0.3, 0.735, 0

Biotin and derivatives (CHEMONTID:0000244), eluent.1.h2o 0, eluent.2.meoh 0, Waters CORTECS T3, column.usp.code_L1, 100.0, 2.1, 2.7, 40.0, 0.3, 0.735, 0

Biotin and derivatives (CHEMONTID:0000244), eluent.1.h2o 0, eluent.2.meoh 0, Waters CORTECS T3, column.usp.code_L1, 100.0, 2.1, 2.7, 40.0, 0.2, 1.1025, 0

Biotin and derivatives (CHEMONTID:0000244), eluent.1.h2o 0, eluent.2.meoh 0, Thermo Scientific Hypercarb, column.usp.code_L109, 150.0, 2.1, 5.0, 36.36363636363637, 0.1, 3.3075, 0

Biotin and derivatives (CHEMONTID:0000244), eluent.1.h2o 0, None, Thermo Scientific Accucore HILIC, column.usp.code_L3, 100.0, 2.1, 2.6, 36.36363636363637, 0.5, 0.441, 0

Biotin and derivatives (CHEMONTID:0000244), eluent.1.h2o 0, None, Thermo Scientific Accucore HILIC, column.usp.code_L3, 100.0, 2.1, 2.6, 36.36363636363637, 0.5, 0.441, 0

Biotin and derivatives (CHEMONTID:0000244), eluent.1.h2o 0, None, Thermo Scientific Accucore HILIC, column.usp.code_L3, 100.0, 2.1, 2.6, 36.36363636363637, 0.5, 0.441, 0

Biotin and derivatives (CHEMONTID:0000244), eluent.1.h2o 0, None, Thermo Scientific Accucore HILIC, column.usp.code_L3, 100.0, 2.1, 2.6, 36.36363636363637, 0.5, 0.441, 0

Biotin and derivatives (CHEMONTID:0000244), eluent.1.h2o 0, None, Thermo Scientific Accucore HILIC, column.usp.code_L3, 100.0, 2.1, 2.6, 36.36363636363637, 0.5, 0.441, 0

Biotin and derivatives (CHEMONTID:0000244), eluent.1.h2o 0, None, Thermo Scientific Accucore HILIC, column.usp.code_L3, 100.0, 2.1, 2.6, 36.36363636363637, 0.5, 0.441, 0

Biotin and derivatives (CHEMONTID:0000244), eluent.1.h2o 0, None, Waters XBridge BEH Amide, column.usp.code_L68, 100.0, 2.1, 2.5, 30.0, 0.5, 0.441, 0

Biotin and derivatives (CHEMONTID:0000244), eluent.1.h2o 0, None, Waters XBridge BEH Amide, column.usp.code_L68, 100.0, 2.1, 2.5, 30.0, 0.5, 0.441, 0

Biotin and derivatives (CHEMONTID:0000244), eluent.1.h2o 0, None, Waters XBridge BEH Amide, column.usp.code_L68, 100.0, 2.1, 2.5, 30.0, 0.5, 0.441, 0

Biotin and derivatives (CHEMONTID:0000244), eluent.1.h2o 0, None, Waters XBridge BEH Amide, column.usp.code_L68, 100.0, 2.1, 2.5, 30.0, 0.5, 0.441, 0

Biotin and derivatives (CHEMONTID:0000244), eluent.1.h2o 0, None, Waters XBridge BEH Amide, column.usp.code_L68, 100.0, 2.1, 2.5, 30.0, 0.5, 0.441, 0

Biotin and derivatives (CHEMONTID:0000244), eluent.1.h2o 0, None, Waters XBridge BEH Amide, column.usp.code_L68, 100.0, 2.1, 2.5, 30.0, 0.5, 0.441, 0

Biotin and derivatives (CHEMONTID:0000244), eluent.1.h2o 0, None, Merck SeQuant ZIC-HILIC, column.usp.code_L114, 150.0, 2.1, 5.0, 25.0, 0.75, 0.441, 0

Biotin and derivatives (CHEMONTID:0000244), eluent.1.h2o 0, None, Merck SeQuant ZIC-HILIC, column.usp.code_L114, 150.0, 2.1, 5.0, 25.0, 0.75, 0.441, 0

Biotin and derivatives (CHEMONTID:0000244), eluent.1.h2o 0, None, Merck SeQuant ZIC-HILIC, column.usp.code_L114, 150.0, 2.1, 5.0, 25.0, 0.75, 0.441, 0

Biotin and derivatives (CHEMONTID:0000244), eluent.1.h2o 0, None, Merck SeQuant ZIC-HILIC, column.usp.code_L114, 150.0, 2.1, 5.0, 25.0, 0.75, 0.441, 0

Biotin and derivatives (CHEMONTID:0000244), eluent.1.h2o 0, None, Merck SeQuant ZIC-HILIC, column.usp.code_L114, 150.0, 2.1, 5.0, 25.0, 0.75, 0.441, 0

Biotin and derivatives (CHEMONTID:0000244), eluent.1.h2o 0, eluent.2.meoh 0, Thermo Scientific Accucore C18, column.usp.code_L1, 100.0, 2.1, 2.6, 36.36363636363637, 0.2, 1.1025, 0

Biotin and derivatives (CHEMONTID:0000244), eluent.1.h2o 0, eluent.2.meoh 0, Merck Supelco Ascentis Express C18, column.usp.code_L1, 100.0, 2.1, 5.0, 40.78947368421053, 0.1, 2.205, 0

Biotin and derivatives (CHEMONTID:0000244), eluent.1.h2o 0, eluent.2.meoh 0, Merck Supelco Ascentis Express ES-Cyano, column.usp.code_L10, 100.0, 2.1, 2.7, 40.78947368421053, 0.1, 2.205, 0

Biotin and derivatives (CHEMONTID:0000244), eluent.1.h2o 0, eluent.2.meoh 0, Merck Supelco Ascentis Express Phenyl-Hexyl, column.usp.code_L11, 100.0, 2.1, 2.7, 40.78947368421053, 0.1, 2.205, 0

Biotin and derivatives (CHEMONTID:0000244), eluent.1.h2o 0, eluent.2.meoh 0, Waters ACQUITY UPLC BEH C18, column.usp.code_L1, 100.0, 2.1, 1.7, 40.54166666666666, 0.1, 2.205, 0

Biotin and derivatives (CHEMONTID:0000244), eluent.1.h2o 0, eluent.2.meoh 0, Waters ACQUITY UPLC BEH C18, column.usp.code_L1, 100.0, 2.1, 1.7, 40.54166666666666, 0.1, 2.205, 0

Biotin and derivatives (CHEMONTID:0000244), eluent.1.h2o 0, eluent.2.meoh 0, Waters ACQUITY UPLC BEH C18, column.usp.code_L1, 100.0, 2.1, 1.7, 40.54166666666666, 0.1, 2.205, 0

Biotin and derivatives (CHEMONTID:0000244), eluent.1.h2o 0, eluent.2.meoh 0, Waters ACQUITY UPLC BEH C18, column.usp.code_L1, 100.0, 2.1, 1.7, 40.54166666666666, 0.1, 2.205, 0

Biotin and derivatives (CHEMONTID:0000244), eluent.1.h2o 0, eluent.2.meoh 0, Waters ACQUITY UPLC BEH C18, column.usp.code_L1, 100.0, 2.1, 1.7, 40.54166666666666, 0.1, 2.205, 0

Biotin and derivatives (CHEMONTID:0000244), eluent.1.h2o 0, eluent.2.meoh 0, Waters ACQUITY UPLC BEH C18, column.usp.code_L1, 100.0, 2.1, 1.7, 40.54166666666666, 0.1, 2.205, 0

Biotin and derivatives (CHEMONTID:0000244), eluent.1.h2o 0, eluent.2.meoh 0, Waters ACQUITY UPLC BEH C18, column.usp.code_L1, 100.0, 2.1, 1.7, 40.54166666666666, 0.2, 1.1025, 0

