Aryltetralin lignans (CHEMONTID:0003425), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.acn 0, columna=Column(name=Agilent ZORBAX Extend-C18, usp_code=column.usp.code_L1, length=50.0, id=2.1, particle_size=1.8, temperature=35.0, flowrate=0.1, t0=1.1025)), 0

Biotin and derivatives (CHEMONTID:0000244), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.meoh 0, columna=Column(name=Waters CORTECS T3, usp_code=column.usp.code_L1, length=100.0, id=2.1, particle_size=2.7, temperature=40.0, flowrate=0.2, t0=1.1025)), 0

Biotin and derivatives (CHEMONTID:0000244), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.meoh 0, columna=Column(name=Waters CORTECS T3, usp_code=column.usp.code_L1, length=100.0, id=2.1, particle_size=2.7, temperature=40.0, flowrate=0.2, t0=1.1025)), 0

Biotin and derivatives (CHEMONTID:0000244), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.meoh 0, columna=Column(name=Waters CORTECS T3, usp_code=column.usp.code_L1, length=100.0, id=2.1, particle_size=2.7, temperature=40.0, flowrate=0.2, t0=1.1025)), 0

Biotin and derivatives (CHEMONTID:0000244), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.meoh 0, columna=Column(name=Waters CORTECS T3, usp_code=column.usp.code_L1, length=100.0, id=2.1, particle_size=2.7, temperature=40.0, flowrate=0.2, t0=1.1025)), 0

Biotin and derivatives (CHEMONTID:0000244), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.meoh 0, columna=Column(name=Waters CORTECS T3, usp_code=column.usp.code_L1, length=100.0, id=2.1, particle_size=2.7, temperature=40.0, flowrate=0.25, t0=0.882)), 0

Biotin and derivatives (CHEMONTID:0000244), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.meoh 0, columna=Column(name=Waters CORTECS T3, usp_code=column.usp.code_L1, length=100.0, id=2.1, particle_size=2.7, temperature=40.0, flowrate=0.25, t0=0.882)), 0

Biotin and derivatives (CHEMONTID:0000244), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.meoh 0, columna=Column(name=Waters CORTECS T3, usp_code=column.usp.code_L1, length=100.0, id=2.1, particle_size=2.7, temperature=40.0, flowrate=0.3, t0=0.735)), 0

Biotin and derivatives (CHEMONTID:0000244), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.meoh 0, columna=Column(name=Waters CORTECS T3, usp_code=column.usp.code_L1, length=100.0, id=2.1, particle_size=2.7, temperature=40.0, flowrate=0.3, t0=0.735)), 0

Biotin and derivatives (CHEMONTID:0000244), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.meoh 0, columna=Column(name=Waters CORTECS T3, usp_code=column.usp.code_L1, length=100.0, id=2.1, particle_size=2.7, temperature=40.0, flowrate=0.3, t0=0.735)), 0

Biotin and derivatives (CHEMONTID:0000244), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.meoh 0, columna=Column(name=Waters CORTECS T3, usp_code=column.usp.code_L1, length=100.0, id=2.1, particle_size=2.7, temperature=40.0, flowrate=0.3, t0=0.735)), 0

Biotin and derivatives (CHEMONTID:0000244), Config(eluyente1=eluent.1.h2o 0, eluyente2=None, columna=Column(name=Thermo Scientific Accucore HILIC, usp_code=column.usp.code_L3, length=100.0, id=2.1, particle_size=2.6, temperature=36.36363636363637, flowrate=0.5, t0=0.441)), 0

Biotin and derivatives (CHEMONTID:0000244), Config(eluyente1=eluent.1.h2o 0, eluyente2=None, columna=Column(name=Thermo Scientific Accucore HILIC, usp_code=column.usp.code_L3, length=100.0, id=2.1, particle_size=2.6, temperature=36.36363636363637, flowrate=0.5, t0=0.441)), 0

Biotin and derivatives (CHEMONTID:0000244), Config(eluyente1=eluent.1.h2o 0, eluyente2=None, columna=Column(name=Thermo Scientific Accucore HILIC, usp_code=column.usp.code_L3, length=100.0, id=2.1, particle_size=2.6, temperature=36.36363636363637, flowrate=0.5, t0=0.441)), 0

Biotin and derivatives (CHEMONTID:0000244), Config(eluyente1=eluent.1.h2o 0, eluyente2=None, columna=Column(name=Thermo Scientific Accucore HILIC, usp_code=column.usp.code_L3, length=100.0, id=2.1, particle_size=2.6, temperature=36.36363636363637, flowrate=0.5, t0=0.441)), 0

Biotin and derivatives (CHEMONTID:0000244), Config(eluyente1=eluent.1.h2o 0, eluyente2=None, columna=Column(name=Waters XBridge BEH Amide, usp_code=column.usp.code_L68, length=100.0, id=2.1, particle_size=2.5, temperature=30.0, flowrate=0.5, t0=0.441)), 0

Biotin and derivatives (CHEMONTID:0000244), Config(eluyente1=eluent.1.h2o 0, eluyente2=None, columna=Column(name=Waters XBridge BEH Amide, usp_code=column.usp.code_L68, length=100.0, id=2.1, particle_size=2.5, temperature=30.0, flowrate=0.5, t0=0.441)), 0

Biotin and derivatives (CHEMONTID:0000244), Config(eluyente1=eluent.1.h2o 0, eluyente2=None, columna=Column(name=Merck SeQuant ZIC-HILIC, usp_code=column.usp.code_L114, length=150.0, id=2.1, particle_size=5.0, temperature=25.0, flowrate=0.75, t0=0.441)), 0

Biotin and derivatives (CHEMONTID:0000244), Config(eluyente1=eluent.1.h2o 0, eluyente2=None, columna=Column(name=Merck SeQuant ZIC-HILIC, usp_code=column.usp.code_L114, length=150.0, id=2.1, particle_size=5.0, temperature=25.0, flowrate=0.75, t0=0.441)), 0

Biotin and derivatives (CHEMONTID:0000244), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.acn 0, columna=Column(name=Phenomenex Kinetex C18, usp_code=column.usp.code_L1, length=150.0, id=2.1, particle_size=1.7, temperature=30.0, flowrate=0.3, t0=1.1025)), 0

Biotin and derivatives (CHEMONTID:0000244), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.acn 0, columna=Column(name=Phenomenex Kinetex C18, usp_code=column.usp.code_L1, length=150.0, id=2.1, particle_size=1.7, temperature=30.0, flowrate=0.3, t0=1.1025)), 0

Biotin and derivatives (CHEMONTID:0000244), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.acn 0, columna=Column(name=Phenomenex Kinetex C18, usp_code=column.usp.code_L1, length=150.0, id=2.1, particle_size=1.7, temperature=30.0, flowrate=0.3, t0=1.1025)), 0

Biotin and derivatives (CHEMONTID:0000244), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.acn 0, columna=Column(name=Phenomenex Kinetex C18, usp_code=column.usp.code_L1, length=150.0, id=2.1, particle_size=1.7, temperature=30.0, flowrate=0.3, t0=1.1025)), 0

Biotin and derivatives (CHEMONTID:0000244), Config(eluyente1=None, eluyente2=None, columna=Column(name=Waters ACQUITY UPLC BEH Amide, usp_code=column.usp.code_L68, length=150.0, id=2.1, particle_size=1.7, temperature=40.0, flowrate=0.5, t0=0.6615)), 0

Biotin and derivatives (CHEMONTID:0000244), Config(eluyente1=None, eluyente2=None, columna=Column(name=Waters ACQUITY UPLC BEH Amide, usp_code=column.usp.code_L68, length=150.0, id=2.1, particle_size=1.7, temperature=40.0, flowrate=0.5, t0=0.6615)), 0

Biotin and derivatives (CHEMONTID:0000244), Config(eluyente1=eluent.1.acn 0, eluyente2=eluent.2.h2o 0, columna=Column(name=Merck SeQuant ZIC-pHILIC, usp_code=column.usp.code_L122, length=150.0, id=2.1, particle_size=5.0, temperature=40.0, flowrate=0.3, t0=1.1025)), 0

Biotin and derivatives (CHEMONTID:0000244), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.acn 0, columna=Column(name=Agilent ZORBAX Extend-C18, usp_code=column.usp.code_L1, length=50.0, id=2.1, particle_size=1.8, temperature=35.0, flowrate=0.1, t0=1.1025)), 0

Biotin and derivatives (CHEMONTID:0000244), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.acn 0, columna=Column(name=Merck Supelco Ascentis Express C18, usp_code=column.usp.code_L1, length=100.0, id=2.1, particle_size=2.0, temperature=40.0, flowrate=0.3, t0=0.735)), 0

Biotin and derivatives (CHEMONTID:0000244), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.acn 0, columna=Column(name=Merck Supelco Ascentis Express C18, usp_code=column.usp.code_L1, length=100.0, id=2.1, particle_size=2.0, temperature=40.0, flowrate=0.3, t0=0.735)), 0

Biotin and derivatives (CHEMONTID:0000244), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.acn 0, columna=Column(name=Merck Supelco Ascentis Express C18, usp_code=column.usp.code_L1, length=100.0, id=2.1, particle_size=2.0, temperature=40.0, flowrate=0.2, t0=1.1025)), 0

Biotin and derivatives (CHEMONTID:0000244), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.acn 0, columna=Column(name=Merck Supelco Ascentis Express C18, usp_code=column.usp.code_L1, length=100.0, id=2.1, particle_size=2.0, temperature=40.0, flowrate=0.2, t0=1.1025)), 0

Biotin and derivatives (CHEMONTID:0000244), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.acn 0, columna=Column(name=Merck Supelco Ascentis Express C18, usp_code=column.usp.code_L1, length=100.0, id=2.1, particle_size=2.0, temperature=40.0, flowrate=0.25, t0=0.882)), 0

Biotin and derivatives (CHEMONTID:0000244), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.acn 0, columna=Column(name=Merck Supelco Ascentis Express C18, usp_code=column.usp.code_L1, length=100.0, id=2.1, particle_size=2.0, temperature=40.0, flowrate=0.25, t0=0.882)), 0

Biotin and derivatives (CHEMONTID:0000244), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.acn 0, columna=Column(name=Merck Supelco Ascentis Express C18, usp_code=column.usp.code_L1, length=100.0, id=2.1, particle_size=2.0, temperature=40.0, flowrate=0.35, t0=0.63)), 0

Biotin and derivatives (CHEMONTID:0000244), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.acn 0, columna=Column(name=Merck Supelco Ascentis Express C18, usp_code=column.usp.code_L1, length=100.0, id=2.1, particle_size=2.0, temperature=40.0, flowrate=0.35, t0=0.63)), 0

Biotin and derivatives (CHEMONTID:0000244), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.acn 0, columna=Column(name=Merck Supelco Ascentis Express C18, usp_code=column.usp.code_L1, length=100.0, id=2.1, particle_size=2.0, temperature=40.0, flowrate=0.4, t0=0.55125)), 0

Biotin and derivatives (CHEMONTID:0000244), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.acn 0, columna=Column(name=Merck Supelco Ascentis Express C18, usp_code=column.usp.code_L1, length=100.0, id=2.1, particle_size=2.0, temperature=40.0, flowrate=0.4, t0=0.55125)), 0

Biotin and derivatives (CHEMONTID:0000244), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.acn 0, columna=Column(name=Merck Supelco Ascentis Express C18, usp_code=column.usp.code_L1, length=100.0, id=2.1, particle_size=2.0, temperature=37.5, flowrate=0.3, t0=0.735)), 0

Biotin and derivatives (CHEMONTID:0000244), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.acn 0, columna=Column(name=Merck Supelco Ascentis Express C18, usp_code=column.usp.code_L1, length=100.0, id=2.1, particle_size=2.0, temperature=37.5, flowrate=0.3, t0=0.735)), 0

Biotin and derivatives (CHEMONTID:0000244), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.acn 0, columna=Column(name=Merck Supelco Ascentis Express C18, usp_code=column.usp.code_L1, length=100.0, id=2.1, particle_size=2.0, temperature=39.0, flowrate=0.3, t0=0.735)), 0

Biotin and derivatives (CHEMONTID:0000244), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.acn 0, columna=Column(name=Merck Supelco Ascentis Express C18, usp_code=column.usp.code_L1, length=100.0, id=2.1, particle_size=2.0, temperature=39.0, flowrate=0.3, t0=0.735)), 0

Biotin and derivatives (CHEMONTID:0000244), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.acn 0, columna=Column(name=Merck Supelco Ascentis Express C18, usp_code=column.usp.code_L1, length=100.0, id=2.1, particle_size=2.0, temperature=41.0, flowrate=0.3, t0=0.735)), 0

Biotin and derivatives (CHEMONTID:0000244), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.acn 0, columna=Column(name=Merck Supelco Ascentis Express C18, usp_code=column.usp.code_L1, length=100.0, id=2.1, particle_size=2.0, temperature=41.0, flowrate=0.3, t0=0.735)), 0

Biotin and derivatives (CHEMONTID:0000244), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.acn 0, columna=Column(name=Merck Supelco Ascentis Express C18, usp_code=column.usp.code_L1, length=100.0, id=2.1, particle_size=2.0, temperature=42.5, flowrate=0.3, t0=0.735)), 0

Biotin and derivatives (CHEMONTID:0000244), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.acn 0, columna=Column(name=Merck Supelco Ascentis Express C18, usp_code=column.usp.code_L1, length=100.0, id=2.1, particle_size=2.0, temperature=42.5, flowrate=0.3, t0=0.735)), 0

Biotin and derivatives (CHEMONTID:0000244), Config(eluyente1=eluent.1.h2o 0, eluyente2=None, columna=Column(name=Waters ACQUITY UPLC BEH Amide, usp_code=column.usp.code_L68, length=100.0, id=2.1, particle_size=1.7, temperature=40.0, flowrate=0.5, t0=0.4571959788769226)), 0

Biotin and derivatives (CHEMONTID:0000244), Config(eluyente1=eluent.1.h2o 0, eluyente2=None, columna=Column(name=Waters ACQUITY UPLC BEH Amide, usp_code=column.usp.code_L68, length=100.0, id=2.1, particle_size=1.7, temperature=40.0, flowrate=0.5, t0=0.4571959788769226)), 0

Biotin and derivatives (CHEMONTID:0000244), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.acn 0, columna=Column(name=Waters ACQUITY UPLC HSS T3, usp_code=column.usp.code_L1, length=100.0, id=2.1, particle_size=1.8, temperature=30.0, flowrate=0.4, t0=0.55125)), 0

Biotin and derivatives (CHEMONTID:0000244), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.acn 0, columna=Column(name=Waters ACQUITY UPLC HSS T3, usp_code=column.usp.code_L1, length=100.0, id=2.1, particle_size=1.8, temperature=30.0, flowrate=0.4, t0=0.55125)), 0

Biotin and derivatives (CHEMONTID:0000244), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.acn 0, columna=Column(name=Waters ACQUITY UPLC HSS T3, usp_code=column.usp.code_L1, length=100.0, id=2.1, particle_size=1.8, temperature=40.0, flowrate=0.4, t0=0.55125)), 0

Biotin and derivatives (CHEMONTID:0000244), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.acn 0, columna=Column(name=Waters ACQUITY UPLC HSS T3, usp_code=column.usp.code_L1, length=100.0, id=2.1, particle_size=1.8, temperature=40.0, flowrate=0.4, t0=0.55125)), 0

Biotin and derivatives (CHEMONTID:0000244), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.acn 0, columna=Column(name=Waters ACQUITY UPLC HSS T3, usp_code=column.usp.code_L1, length=100.0, id=2.1, particle_size=1.8, temperature=50.0, flowrate=0.4, t0=0.55125)), 0

Biotin and derivatives (CHEMONTID:0000244), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.acn 0, columna=Column(name=Waters ACQUITY UPLC HSS T3, usp_code=column.usp.code_L1, length=100.0, id=2.1, particle_size=1.8, temperature=50.0, flowrate=0.4, t0=0.55125)), 0

Biotin and derivatives (CHEMONTID:0000244), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.acn 0, columna=Column(name=Waters ACQUITY UPLC HSS T3, usp_code=column.usp.code_L1, length=100.0, id=2.1, particle_size=1.8, temperature=40.0, flowrate=0.4, t0=0.55125)), 0

Biotin and derivatives (CHEMONTID:0000244), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.acn 0, columna=Column(name=Waters ACQUITY UPLC HSS T3, usp_code=column.usp.code_L1, length=100.0, id=2.1, particle_size=1.8, temperature=40.0, flowrate=0.4, t0=0.55125)), 0

Biotin and derivatives (CHEMONTID:0000244), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.acn 0, columna=Column(name=Phenomenex Kinetex XB-C18, usp_code=column.usp.code_L1, length=100.0, id=2.1, particle_size=1.7, temperature=30.0, flowrate=0.4, t0=0.55125)), 0

Biotin and derivatives (CHEMONTID:0000244), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.acn 0, columna=Column(name=Phenomenex Kinetex XB-C18, usp_code=column.usp.code_L1, length=100.0, id=2.1, particle_size=1.7, temperature=30.0, flowrate=0.4, t0=0.55125)), 0

Biotin and derivatives (CHEMONTID:0000244), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.acn 0, columna=Column(name=Phenomenex Kinetex XB-C18, usp_code=column.usp.code_L1, length=100.0, id=2.1, particle_size=1.7, temperature=40.0, flowrate=0.4, t0=0.55125)), 0

Biotin and derivatives (CHEMONTID:0000244), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.acn 0, columna=Column(name=Phenomenex Kinetex XB-C18, usp_code=column.usp.code_L1, length=100.0, id=2.1, particle_size=1.7, temperature=40.0, flowrate=0.4, t0=0.55125)), 0

Biotin and derivatives (CHEMONTID:0000244), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.acn 0, columna=Column(name=Phenomenex Kinetex XB-C18, usp_code=column.usp.code_L1, length=100.0, id=2.1, particle_size=1.7, temperature=50.0, flowrate=0.4, t0=0.55125)), 0

Biotin and derivatives (CHEMONTID:0000244), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.acn 0, columna=Column(name=Phenomenex Kinetex XB-C18, usp_code=column.usp.code_L1, length=100.0, id=2.1, particle_size=1.7, temperature=50.0, flowrate=0.4, t0=0.55125)), 0

Biotin and derivatives (CHEMONTID:0000244), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.acn 0, columna=Column(name=Phenomenex Kinetex XB-C18, usp_code=column.usp.code_L1, length=100.0, id=2.1, particle_size=1.7, temperature=40.0, flowrate=0.4, t0=0.55125)), 0

Biotin and derivatives (CHEMONTID:0000244), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.acn 0, columna=Column(name=Phenomenex Kinetex XB-C18, usp_code=column.usp.code_L1, length=100.0, id=2.1, particle_size=1.7, temperature=40.0, flowrate=0.4, t0=0.55125)), 0

Biotin and derivatives (CHEMONTID:0000244), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.acn 0, columna=Column(name=Waters ACQUITY UPLC BEH C18, usp_code=column.usp.code_L1, length=100.0, id=2.1, particle_size=1.7, temperature=30.0, flowrate=0.4, t0=0.55125)), 0

Biotin and derivatives (CHEMONTID:0000244), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.acn 0, columna=Column(name=Waters ACQUITY UPLC BEH C18, usp_code=column.usp.code_L1, length=100.0, id=2.1, particle_size=1.7, temperature=30.0, flowrate=0.4, t0=0.55125)), 0

Biotin and derivatives (CHEMONTID:0000244), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.acn 0, columna=Column(name=Waters ACQUITY UPLC BEH C18, usp_code=column.usp.code_L1, length=100.0, id=2.1, particle_size=1.7, temperature=40.0, flowrate=0.4, t0=0.55125)), 0

Biotin and derivatives (CHEMONTID:0000244), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.acn 0, columna=Column(name=Waters ACQUITY UPLC BEH C18, usp_code=column.usp.code_L1, length=100.0, id=2.1, particle_size=1.7, temperature=50.0, flowrate=0.4, t0=0.55125)), 0

Biotin and derivatives (CHEMONTID:0000244), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.acn 0, columna=Column(name=Waters ACQUITY UPLC BEH C18, usp_code=column.usp.code_L1, length=100.0, id=2.1, particle_size=1.7, temperature=50.0, flowrate=0.4, t0=0.55125)), 0

Biotin and derivatives (CHEMONTID:0000244), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.acn 0, columna=Column(name=Waters ACQUITY UPLC BEH C18, usp_code=column.usp.code_L1, length=100.0, id=2.1, particle_size=1.7, temperature=40.0, flowrate=0.4, t0=0.55125)), 0

Biotin and derivatives (CHEMONTID:0000244), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.acn 0, columna=Column(name=Waters ACQUITY UPLC BEH C18, usp_code=column.usp.code_L1, length=100.0, id=2.1, particle_size=1.7, temperature=40.0, flowrate=0.4, t0=0.55125)), 0

Biotin and derivatives (CHEMONTID:0000244), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.acn 0, columna=Column(name=Waters CORTECS UPLC C18, usp_code=column.usp.code_L1, length=100.0, id=2.1, particle_size=1.6, temperature=30.0, flowrate=0.4, t0=0.55125)), 0

Biotin and derivatives (CHEMONTID:0000244), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.acn 0, columna=Column(name=Waters CORTECS UPLC C18, usp_code=column.usp.code_L1, length=100.0, id=2.1, particle_size=1.6, temperature=40.0, flowrate=0.4, t0=0.55125)), 0

Biotin and derivatives (CHEMONTID:0000244), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.acn 0, columna=Column(name=Waters CORTECS UPLC C18, usp_code=column.usp.code_L1, length=100.0, id=2.1, particle_size=1.6, temperature=40.0, flowrate=0.4, t0=0.55125)), 0

Biotin and derivatives (CHEMONTID:0000244), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.acn 0, columna=Column(name=Waters CORTECS UPLC C18, usp_code=column.usp.code_L1, length=100.0, id=2.1, particle_size=1.6, temperature=50.0, flowrate=0.4, t0=0.55125)), 0

Biotin and derivatives (CHEMONTID:0000244), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.acn 0, columna=Column(name=Waters CORTECS UPLC C18, usp_code=column.usp.code_L1, length=100.0, id=2.1, particle_size=1.6, temperature=50.0, flowrate=0.4, t0=0.55125)), 0

Biotin and derivatives (CHEMONTID:0000244), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.acn 0, columna=Column(name=Waters CORTECS UPLC C18, usp_code=column.usp.code_L1, length=100.0, id=2.1, particle_size=1.6, temperature=40.0, flowrate=0.4, t0=0.55125)), 0

Biotin and derivatives (CHEMONTID:0000244), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.meoh 0, columna=Column(name=Waters CORTECS UPLC C18, usp_code=column.usp.code_L1, length=100.0, id=2.1, particle_size=1.6, temperature=30.0, flowrate=0.4, t0=0.55125)), 0

Biotin and derivatives (CHEMONTID:0000244), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.meoh 0, columna=Column(name=Waters CORTECS UPLC C18, usp_code=column.usp.code_L1, length=100.0, id=2.1, particle_size=1.6, temperature=30.0, flowrate=0.4, t0=0.55125)), 0

Biotin and derivatives (CHEMONTID:0000244), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.meoh 0, columna=Column(name=Waters CORTECS UPLC C18, usp_code=column.usp.code_L1, length=100.0, id=2.1, particle_size=1.6, temperature=40.0, flowrate=0.4, t0=0.55125)), 0

Biotin and derivatives (CHEMONTID:0000244), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.meoh 0, columna=Column(name=Waters CORTECS UPLC C18, usp_code=column.usp.code_L1, length=100.0, id=2.1, particle_size=1.6, temperature=40.0, flowrate=0.4, t0=0.55125)), 0

Biotin and derivatives (CHEMONTID:0000244), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.meoh 0, columna=Column(name=Waters CORTECS UPLC C18, usp_code=column.usp.code_L1, length=100.0, id=2.1, particle_size=1.6, temperature=50.0, flowrate=0.4, t0=0.55125)), 0

Biotin and derivatives (CHEMONTID:0000244), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.meoh 0, columna=Column(name=Waters CORTECS UPLC C18, usp_code=column.usp.code_L1, length=100.0, id=2.1, particle_size=1.6, temperature=50.0, flowrate=0.4, t0=0.55125)), 0

Biotin and derivatives (CHEMONTID:0000244), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.meoh 0, columna=Column(name=Waters CORTECS UPLC C18, usp_code=column.usp.code_L1, length=100.0, id=2.1, particle_size=1.6, temperature=40.0, flowrate=0.4, t0=0.55125)), 0

Biotin and derivatives (CHEMONTID:0000244), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.acn 0, columna=Column(name=Restek Raptor Biphenyl, usp_code=column.usp.code_L11, length=100.0, id=2.1, particle_size=2.7, temperature=30.0, flowrate=0.4, t0=0.55125)), 0

Biotin and derivatives (CHEMONTID:0000244), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.acn 0, columna=Column(name=Restek Raptor Biphenyl, usp_code=column.usp.code_L11, length=100.0, id=2.1, particle_size=2.7, temperature=40.0, flowrate=0.4, t0=0.55125)), 0

Biotin and derivatives (CHEMONTID:0000244), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.acn 0, columna=Column(name=Restek Raptor Biphenyl, usp_code=column.usp.code_L11, length=100.0, id=2.1, particle_size=2.7, temperature=40.0, flowrate=0.4, t0=0.55125)), 0

Biotin and derivatives (CHEMONTID:0000244), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.acn 0, columna=Column(name=Restek Raptor Biphenyl, usp_code=column.usp.code_L11, length=100.0, id=2.1, particle_size=2.7, temperature=50.0, flowrate=0.4, t0=0.55125)), 0

Biotin and derivatives (CHEMONTID:0000244), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.acn 0, columna=Column(name=Restek Raptor Biphenyl, usp_code=column.usp.code_L11, length=100.0, id=2.1, particle_size=2.7, temperature=50.0, flowrate=0.4, t0=0.55125)), 0

Biotin and derivatives (CHEMONTID:0000244), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.acn 0, columna=Column(name=Restek Raptor Biphenyl, usp_code=column.usp.code_L11, length=100.0, id=2.1, particle_size=2.7, temperature=40.0, flowrate=0.4, t0=0.55125)), 0

Biotin and derivatives (CHEMONTID:0000244), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.meoh 0, columna=Column(name=Restek Raptor Biphenyl, usp_code=column.usp.code_L11, length=100.0, id=2.1, particle_size=2.7, temperature=30.0, flowrate=0.4, t0=0.55125)), 0

Biotin and derivatives (CHEMONTID:0000244), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.meoh 0, columna=Column(name=Restek Raptor Biphenyl, usp_code=column.usp.code_L11, length=100.0, id=2.1, particle_size=2.7, temperature=30.0, flowrate=0.4, t0=0.55125)), 0

Biotin and derivatives (CHEMONTID:0000244), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.meoh 0, columna=Column(name=Restek Raptor Biphenyl, usp_code=column.usp.code_L11, length=100.0, id=2.1, particle_size=2.7, temperature=40.0, flowrate=0.4, t0=0.55125)), 0

Biotin and derivatives (CHEMONTID:0000244), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.meoh 0, columna=Column(name=Restek Raptor Biphenyl, usp_code=column.usp.code_L11, length=100.0, id=2.1, particle_size=2.7, temperature=50.0, flowrate=0.4, t0=0.55125)), 0

Biotin and derivatives (CHEMONTID:0000244), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.meoh 0, columna=Column(name=Restek Raptor Biphenyl, usp_code=column.usp.code_L11, length=100.0, id=2.1, particle_size=2.7, temperature=50.0, flowrate=0.4, t0=0.55125)), 0

