familia; eluyente1; eluyente2; columna_nombre; columna_usp_code; columna_length; columna_id; columna_particle_size; columna_temperature; columna_flowrate; tiempo_muerto; score
Piperidines (CHEMONTID:0000195); eluent.1.h2o 0; None; Waters ACQUITY UPLC BEH C18; column.usp.code_L1;1000;10;17;500;3;1,66667E+15;2,45352E+16
Piperidines (CHEMONTID:0000195); eluent.1.h2o 0; eluent.2.acn 0; Waters CORTECS UPLC C18; column.usp.code_L1;1000;21;16;400;4;55125;0
Piperidines (CHEMONTID:0000195); eluent.1.h2o 0; eluent.2.meoh 0; Waters CORTECS UPLC C18; column.usp.code_L1;1000;21;16;300;4;55125;0
Piperidines (CHEMONTID:0000195); eluent.1.h2o 0; eluent.2.acn 0; Restek Raptor Biphenyl; column.usp.code_L11;1000;21;27;400;4;55125;0
Piperidines (CHEMONTID:0000195); eluent.1.h2o 0; eluent.2.meoh 0; Restek Raptor Biphenyl; column.usp.code_L11;1000;21;27;300;4;55125;0
Piperidines (CHEMONTID:0000195); eluent.1.h2o 0; eluent.2.meoh 0; Waters ACQUITY UPLC HSS C18; column.usp.code_L1;1000;21;18;300;4;55125;0
Piperidines (CHEMONTID:0000195); eluent.1.h2o 0; eluent.2.meoh 0; Waters ACQUITY UPLC HSS C18; column.usp.code_L1;1000;21;18;300;4;55125;0
Piperidines (CHEMONTID:0000195); eluent.1.h2o 0; eluent.2.meoh 0; Waters ACQUITY UPLC HSS C18; column.usp.code_L1;1000;21;18;400;4;55125;0
Piperidines (CHEMONTID:0000195); None; eluent.2.meoh 0; Thermo Scientific Acclaim RSLC 120 C18; column.usp.code_L1;1000;21;22;300;2;11025;1,72745E+16
Piperidines (CHEMONTID:0000195); None; eluent.2.meoh 0; Thermo Scientific Acclaim RSLC 120 C18; column.usp.code_L1;1000;21;22;300;2;11025;1,72745E+16
Piperidines (CHEMONTID:0000195); eluent.1.h2o 0; eluent.2.meoh 0; Thermo Scientific Acclaim RSLC 120 C18; column.usp.code_L1;1000;21;22;300;2;11025;0
Piperidines (CHEMONTID:0000195); None; eluent.2.meoh 0; Thermo Scientific Acclaim RSLC 120 C18; column.usp.code_L1;1000;21;22;300;2;11025;0
Piperidines (CHEMONTID:0000195); eluent.1.h2o 0; eluent.2.meoh 0; Thermo Scientific Acclaim RSLC 120 C18; column.usp.code_L1;1000;21;22;300;2;11025;0
Piperidines (CHEMONTID:0000195); eluent.1.h2o 0; eluent.2.acn 0; Waters ACQUITY UPLC BEH C18; column.usp.code_L1;1000;21;17;350;35;63;0
Piperidines (CHEMONTID:0000195); eluent.1.h2o 0; eluent.2.acn 0; Waters ACQUITY UPLC BEH C18; column.usp.code_L1;1000;21;17;300;35;63;0
Piperidines (CHEMONTID:0000195); eluent.1.h2o 0; eluent.2.acn 0; Waters ACQUITY UPLC BEH C18; column.usp.code_L1;1000;21;17;300;35;63;0
Piperidines (CHEMONTID:0000195); eluent.1.h2o 0; eluent.2.acn 0; Waters ACQUITY UPLC BEH C18; column.usp.code_L1;500;21;17;400;6;18375;4,95388E+16
Piperidines (CHEMONTID:0000195); eluent.1.h2o 0; eluent.2.acn 0; Waters ACQUITY UPLC BEH C18; column.usp.code_L1;500;21;17;400;6;18375;1,72942E+16
Thiocyanates (CHEMONTID:0001201); None; eluent.2.meoh 0; Thermo Scientific Acclaim RSLC 120 C18; column.usp.code_L1;1000;21;22;300;2;11025;0
Thiocyanates (CHEMONTID:0001201); None; eluent.2.meoh 0; Thermo Scientific Acclaim RSLC 120 C18; column.usp.code_L1;1000;21;22;300;2;11025;0
Ervatamia alkaloids (CHEMONTID:0003757); eluent.1.h2o 0; eluent.2.acn 0; Waters ACQUITY UPLC BEH C18; column.usp.code_L1;500;21;17;400;6;18375;0
Pyrrolizidines (CHEMONTID:0000220); eluent.1.h2o 0; eluent.2.acn 0; Waters ACQUITY UPLC BEH C18; column.usp.code_L1;500;21;17;400;6;18375;0
Cularin alkaloids and derivatives (CHEMONTID:0002657); eluent.1.h2o 0; eluent.2.acn 0; Waters ACQUITY UPLC BEH C18; column.usp.code_L1;500;21;17;400;6;18375;9,8127E+15
Furopyrroles (CHEMONTID:0001918); eluent.1.h2o 0; eluent.2.acn 0; Agilent ZORBAX Extend-C18; column.usp.code_L1;500;21;18;350;1;11025;5,72041E+15
Quinolizidines (CHEMONTID:0000221); eluent.1.h2o 0; eluent.2.acn 0; Agilent ZORBAX Extend-C18; column.usp.code_L1;500;21;18;350;1;11025;0
Quinolizidines (CHEMONTID:0000221); eluent.1.h2o 0; eluent.2.acn 0; Waters ACQUITY UPLC BEH C18; column.usp.code_L1;500;21;17;400;6;18375;9,26177E+15
Tetrahydrofurans (CHEMONTID:0002648); eluent.1.h2o 0; eluent.2.meoh 0; Waters ACQUITY UPLC HSS T3; column.usp.code_L1;1000;21;18;300;3;735;0
Tetrahydrofurans (CHEMONTID:0002648); eluent.1.h2o 0; eluent.2.acn 0; Waters ACQUITY UPLC BEH C18; column.usp.code_L1;500;21;17;400;6;18375;0
Pyrrolizines (CHEMONTID:0000219); eluent.1.h2o 0; eluent.2.acn 0; Agilent ZORBAX Extend-C18; column.usp.code_L1;500;21;18;350;1;11025;0
Pyrrolizines (CHEMONTID:0000219); eluent.1.h2o 0; eluent.2.meoh 0; Waters ACQUITY UPLC BEH C18; column.usp.code_L1;1000;10;17;500;3;1,66667E+15;0
Pyrrolizines (CHEMONTID:0000219); eluent.1.h2o 0; None; Waters ACQUITY UPLC BEH C18; column.usp.code_L1;1000;10;17;500;3;1,66667E+15;0
Pyrrolizines (CHEMONTID:0000219); None; eluent.2.meoh 0; Thermo Scientific Acclaim RSLC 120 C18; column.usp.code_L1;1000;21;22;300;2;11025;8,70659E+15
Pyrrolizines (CHEMONTID:0000219); None; eluent.2.meoh 0; Thermo Scientific Acclaim RSLC 120 C18; column.usp.code_L1;1000;21;22;300;2;11025;8,70659E+15
Pyrrolizines (CHEMONTID:0000219); eluent.1.h2o 0; eluent.2.acn 0; Waters ACQUITY UPLC BEH C18; column.usp.code_L1;500;21;17;400;6;18375;8,73845E+14
Pyrrolizines (CHEMONTID:0000219); eluent.1.h2o 0; eluent.2.acn 0; Waters ACQUITY UPLC BEH C18; column.usp.code_L1;500;21;17;400;6;18375;0
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; eluent.2.meoh 0; Waters XBridge C18; column.usp.code_L1;500;21;35;300;2;55125;6,26895E+14
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; eluent.2.acn 0; Merck SeQuant ZIC-HILIC; column.usp.code_L114;1,45455E+16;2,1E+16;4,86364E+15;250;25;1,33002E+16;0
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; eluent.2.meoh 0; Waters ACQUITY UPLC BEH C18; column.usp.code_L1;1000;21;17;4,05417E+15;3;735;4,52998E+16
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; eluent.2.acn 0; Waters ACQUITY UPLC HSS T3; column.usp.code_L1;1,13158E+16;2,03684E+16;1,78889E+15;3875;1;2,43351E+15;1,14905E+16
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; eluent.2.acn 0; Thermo Scientific Hypersil GOLD; column.usp.code_L1;11375;21;19;400;4;6,50076E+15;6,87744E+15
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; eluent.2.meoh 0; Thermo Scientific Accucore C18; column.usp.code_L1;1000;21;26;3,63636E+15;2;11025;0
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; eluent.2.meoh 0; Thermo Scientific Accucore C18; column.usp.code_L1;1000;21;26;3,63636E+15;2;11025;0
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; eluent.2.meoh 0; Merck Supelco Ascentis Express C18; column.usp.code_L1;1000;21;50;4,07895E+15;1;2205;0
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; eluent.2.meoh 0; Merck Supelco Ascentis Express ES-Cyano; column.usp.code_L10;1000;21;27;4,07895E+15;1;2205;0
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; eluent.2.meoh 0; Waters ACQUITY UPLC BEH C18; column.usp.code_L1;1000;21;17;4,05417E+15;1;2205;0
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; eluent.2.meoh 0; Waters ACQUITY UPLC BEH C18; column.usp.code_L1;1000;21;17;4,05417E+15;1;2205;0
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; eluent.2.meoh 0; Waters ACQUITY UPLC BEH C18; column.usp.code_L1;1000;21;17;4,05417E+15;2;11025;0
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; eluent.2.meoh 0; Waters ACQUITY UPLC BEH C18; column.usp.code_L1;1000;21;17;4,05417E+15;2;11025;0
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; eluent.2.meoh 0; Waters ACQUITY UPLC BEH C18; column.usp.code_L1;1000;21;17;4,05417E+15;1;2205;0
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; eluent.2.meoh 0; Waters ACQUITY UPLC BEH C18; column.usp.code_L1;1000;21;17;4,05417E+15;1;2205;0
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; eluent.2.meoh 0; Waters CORTECS T3; column.usp.code_L1;1000;21;27;400;1;2205;0
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; eluent.2.meoh 0; Waters CORTECS T3; column.usp.code_L1;1000;21;27;400;1;2205;0
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; eluent.2.meoh 0; Waters CORTECS T3; column.usp.code_L1;1000;21;27;400;1;2205;0
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; eluent.2.meoh 0; Waters CORTECS T3; column.usp.code_L1;1000;21;27;400;15;147;0
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; eluent.2.meoh 0; Waters CORTECS T3; column.usp.code_L1;1000;21;27;400;15;147;0
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; eluent.2.meoh 0; Waters CORTECS T3; column.usp.code_L1;1000;21;27;400;2;11025;0
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; eluent.2.meoh 0; Waters CORTECS T3; column.usp.code_L1;1000;21;27;400;2;11025;0
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; eluent.2.meoh 0; Waters CORTECS T3; column.usp.code_L1;1000;21;27;400;2;11025;0
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; eluent.2.meoh 0; Waters CORTECS T3; column.usp.code_L1;1000;21;27;400;2;11025;0
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; eluent.2.meoh 0; Waters CORTECS T3; column.usp.code_L1;1000;21;27;400;25;882;0
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; eluent.2.meoh 0; Waters CORTECS T3; column.usp.code_L1;1000;21;27;400;25;882;0
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; eluent.2.meoh 0; Waters CORTECS T3; column.usp.code_L1;1000;21;27;400;3;735;0
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; eluent.2.meoh 0; Waters CORTECS T3; column.usp.code_L1;1000;21;27;400;3;735;0
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; eluent.2.meoh 0; Waters CORTECS T3; column.usp.code_L1;1000;21;27;400;3;735;0
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; eluent.2.meoh 0; Waters CORTECS T3; column.usp.code_L1;1000;21;27;400;3;735;0
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; eluent.2.meoh 0; Waters CORTECS T3; column.usp.code_L1;1000;21;27;400;2;11025;0
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; eluent.2.meoh 0; Thermo Scientific Hypercarb; column.usp.code_L109;1500;21;50;3,63636E+15;1;33075;0
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; None; Thermo Scientific Accucore HILIC; column.usp.code_L3;1000;21;26;3,63636E+15;5;441;0
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; None; Thermo Scientific Accucore HILIC; column.usp.code_L3;1000;21;26;3,63636E+15;5;441;0
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; None; Thermo Scientific Accucore HILIC; column.usp.code_L3;1000;21;26;3,63636E+15;5;441;0
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; None; Thermo Scientific Accucore HILIC; column.usp.code_L3;1000;21;26;3,63636E+15;5;441;0
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; None; Thermo Scientific Accucore HILIC; column.usp.code_L3;1000;21;26;3,63636E+15;5;441;0
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; None; Thermo Scientific Accucore HILIC; column.usp.code_L3;1000;21;26;3,63636E+15;5;441;0
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; None; Thermo Scientific Accucore HILIC; column.usp.code_L3;1000;21;26;3,63636E+15;5;441;0
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; None; Waters XBridge BEH Amide; column.usp.code_L68;1000;21;25;300;5;441;0
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; None; Waters XBridge BEH Amide; column.usp.code_L68;1000;21;25;300;5;441;0
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; None; Waters XBridge BEH Amide; column.usp.code_L68;1000;21;25;300;5;441;0
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; None; Waters XBridge BEH Amide; column.usp.code_L68;1000;21;25;300;5;441;0
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; None; Waters XBridge BEH Amide; column.usp.code_L68;1000;21;25;300;5;441;0
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; None; Waters XBridge BEH Amide; column.usp.code_L68;1000;21;25;300;5;441;0
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; None; Waters XBridge BEH Amide; column.usp.code_L68;1000;21;25;300;5;441;0
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; None; Merck SeQuant ZIC-HILIC; column.usp.code_L114;1500;21;50;250;75;441;0
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; None; Merck SeQuant ZIC-HILIC; column.usp.code_L114;1500;21;50;250;75;441;0
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; None; Merck SeQuant ZIC-HILIC; column.usp.code_L114;1500;21;50;250;75;441;0
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; None; Merck SeQuant ZIC-HILIC; column.usp.code_L114;1500;21;50;250;75;441;0
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; None; Merck SeQuant ZIC-HILIC; column.usp.code_L114;1500;21;50;250;75;441;0
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; eluent.2.meoh 0; Thermo Scientific Accucore C18; column.usp.code_L1;1000;21;26;3,63636E+15;2;11025;0
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; eluent.2.meoh 0; Thermo Scientific Accucore C18; column.usp.code_L1;1000;21;26;3,63636E+15;2;11025;0
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; eluent.2.meoh 0; Merck Supelco Ascentis Express C18; column.usp.code_L1;1000;21;50;4,07895E+15;1;2205;0
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; eluent.2.meoh 0; Merck Supelco Ascentis Express ES-Cyano; column.usp.code_L10;1000;21;27;4,07895E+15;1;2205;0
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; eluent.2.meoh 0; Merck Supelco Ascentis Express F5 (PFP); column.usp.code_L43;1000;21;27;4,07895E+15;1;2205;0
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; eluent.2.meoh 0; Merck Supelco Ascentis Express Phenyl-Hexyl; column.usp.code_L11;1000;21;27;4,07895E+15;1;2205;0
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; eluent.2.meoh 0; Waters ACQUITY UPLC BEH C18; column.usp.code_L1;1000;21;17;4,05417E+15;1;2205;0
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; eluent.2.meoh 0; Waters ACQUITY UPLC BEH C18; column.usp.code_L1;1000;21;17;4,05417E+15;1;2205;0
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; eluent.2.meoh 0; Waters ACQUITY UPLC BEH C18; column.usp.code_L1;1000;21;17;4,05417E+15;1;2205;0
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; eluent.2.meoh 0; Waters ACQUITY UPLC BEH C18; column.usp.code_L1;1000;21;17;4,05417E+15;1;2205;0
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; eluent.2.meoh 0; Waters ACQUITY UPLC BEH C18; column.usp.code_L1;1000;21;17;4,05417E+15;1;2205;0
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; eluent.2.meoh 0; Waters ACQUITY UPLC BEH C18; column.usp.code_L1;1000;21;17;4,05417E+15;1;2205;0
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; eluent.2.meoh 0; Waters ACQUITY UPLC BEH C18; column.usp.code_L1;1000;21;17;4,05417E+15;1;2205;0
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; eluent.2.meoh 0; Waters ACQUITY UPLC BEH C18; column.usp.code_L1;1000;21;17;4,05417E+15;2;11025;0
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; eluent.2.meoh 0; Waters ACQUITY UPLC BEH C18; column.usp.code_L1;1000;21;17;4,05417E+15;2;11025;0
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; eluent.2.meoh 0; Waters ACQUITY UPLC BEH C18; column.usp.code_L1;1000;21;17;4,05417E+15;1;2205;0
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; eluent.2.meoh 0; Waters ACQUITY UPLC BEH C18; column.usp.code_L1;1000;21;17;4,05417E+15;1;2205;0
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; eluent.2.meoh 0; Waters CORTECS T3; column.usp.code_L1;1000;21;27;400;1;2205;0
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; eluent.2.meoh 0; Waters CORTECS T3; column.usp.code_L1;1000;21;27;400;1;2205;0
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; eluent.2.meoh 0; Waters CORTECS T3; column.usp.code_L1;1000;21;27;400;1;2205;0
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; eluent.2.meoh 0; Waters CORTECS T3; column.usp.code_L1;1000;21;27;400;15;147;0
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; eluent.2.meoh 0; Waters CORTECS T3; column.usp.code_L1;1000;21;27;400;15;147;0
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; eluent.2.meoh 0; Waters CORTECS T3; column.usp.code_L1;1000;21;27;400;2;11025;0
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; eluent.2.meoh 0; Waters CORTECS T3; column.usp.code_L1;1000;21;27;400;2;11025;0
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; eluent.2.meoh 0; Waters CORTECS T3; column.usp.code_L1;1000;21;27;400;2;11025;0
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; eluent.2.meoh 0; Waters CORTECS T3; column.usp.code_L1;1000;21;27;400;2;11025;0
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; eluent.2.meoh 0; Waters CORTECS T3; column.usp.code_L1;1000;21;27;400;2;11025;0
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; eluent.2.meoh 0; Waters CORTECS T3; column.usp.code_L1;1000;21;27;400;2;11025;0
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; eluent.2.meoh 0; Waters CORTECS T3; column.usp.code_L1;1000;21;27;400;2;11025;0
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; eluent.2.meoh 0; Waters CORTECS T3; column.usp.code_L1;1000;21;27;400;25;882;0
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; eluent.2.meoh 0; Waters CORTECS T3; column.usp.code_L1;1000;21;27;400;25;882;0
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; eluent.2.meoh 0; Waters CORTECS T3; column.usp.code_L1;1000;21;27;400;3;735;0
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; eluent.2.meoh 0; Waters CORTECS T3; column.usp.code_L1;1000;21;27;400;3;735;0
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; eluent.2.meoh 0; Waters CORTECS T3; column.usp.code_L1;1000;21;27;400;3;735;0
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; eluent.2.meoh 0; Waters CORTECS T3; column.usp.code_L1;1000;21;27;400;3;735;0
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; eluent.2.meoh 0; Waters CORTECS T3; column.usp.code_L1;1000;21;27;400;2;11025;0
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; None; Thermo Scientific Accucore HILIC; column.usp.code_L3;1000;21;26;3,63636E+15;5;441;0
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; None; Thermo Scientific Accucore HILIC; column.usp.code_L3;1000;21;26;3,63636E+15;5;441;0
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; None; Thermo Scientific Accucore HILIC; column.usp.code_L3;1000;21;26;3,63636E+15;5;441;0
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; None; Thermo Scientific Accucore HILIC; column.usp.code_L3;1000;21;26;3,63636E+15;5;441;0
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; None; Thermo Scientific Accucore HILIC; column.usp.code_L3;1000;21;26;3,63636E+15;5;441;0
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; None; Thermo Scientific Accucore HILIC; column.usp.code_L3;1000;21;26;3,63636E+15;5;441;0
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; None; Waters XBridge BEH Amide; column.usp.code_L68;1000;21;25;300;5;441;0
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; None; Waters XBridge BEH Amide; column.usp.code_L68;1000;21;25;300;5;441;0
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; None; Waters XBridge BEH Amide; column.usp.code_L68;1000;21;25;300;5;441;0
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; None; Waters XBridge BEH Amide; column.usp.code_L68;1000;21;25;300;5;441;0
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; None; Waters XBridge BEH Amide; column.usp.code_L68;1000;21;25;300;5;441;0
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; None; Waters XBridge BEH Amide; column.usp.code_L68;1000;21;25;300;5;441;0
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; None; Waters XBridge BEH Amide; column.usp.code_L68;1000;21;25;300;5;441;0
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; None; Merck SeQuant ZIC-HILIC; column.usp.code_L114;1500;21;50;250;75;441;0
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; None; Merck SeQuant ZIC-HILIC; column.usp.code_L114;1500;21;50;250;75;441;0
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; None; Merck SeQuant ZIC-HILIC; column.usp.code_L114;1500;21;50;250;75;441;0
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; None; Merck SeQuant ZIC-HILIC; column.usp.code_L114;1500;21;50;250;75;441;0
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; None; Merck SeQuant ZIC-HILIC; column.usp.code_L114;1500;21;50;250;75;441;0
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; eluent.2.acn 0; Phenomenex Kinetex C18; column.usp.code_L1;1500;21;17;300;3;11025;0
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; eluent.2.acn 0; Phenomenex Kinetex C18; column.usp.code_L1;1500;21;17;300;3;11025;0
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; eluent.2.acn 0; Phenomenex Kinetex C18; column.usp.code_L1;1500;21;17;300;3;11025;0
Naphthalenes (CHEMONTID:0000023); None; None; Waters ACQUITY UPLC BEH Amide; column.usp.code_L68;1500;21;17;400;5;6615;0
Naphthalenes (CHEMONTID:0000023); eluent.1.acn 0; eluent.2.h2o 0; Merck SeQuant ZIC-pHILIC; column.usp.code_L122;1500;21;50;400;3;11025;3,88705E+14
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; eluent.2.acn 0; Agilent ZORBAX Extend-C18; column.usp.code_L1;500;21;18;350;1;11025;0
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; eluent.2.acn 0; Merck Supelco Ascentis Express C18; column.usp.code_L1;1000;21;20;400;3;735;0
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; eluent.2.acn 0; Merck Supelco Ascentis Express C18; column.usp.code_L1;1000;21;20;400;3;735;0
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; eluent.2.acn 0; Merck Supelco Ascentis Express C18; column.usp.code_L1;1000;21;20;400;2;11025;0
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; eluent.2.acn 0; Merck Supelco Ascentis Express C18; column.usp.code_L1;1000;21;20;400;2;11025;0
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; eluent.2.acn 0; Merck Supelco Ascentis Express C18; column.usp.code_L1;1000;21;20;400;25;882;0
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; eluent.2.acn 0; Merck Supelco Ascentis Express C18; column.usp.code_L1;1000;21;20;400;25;882;0
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; eluent.2.acn 0; Merck Supelco Ascentis Express C18; column.usp.code_L1;1000;21;20;400;35;63;0
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; eluent.2.acn 0; Merck Supelco Ascentis Express C18; column.usp.code_L1;1000;21;20;400;35;63;0
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; eluent.2.acn 0; Merck Supelco Ascentis Express C18; column.usp.code_L1;1000;21;20;400;4;55125;0
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; eluent.2.acn 0; Merck Supelco Ascentis Express C18; column.usp.code_L1;1000;21;20;400;4;55125;0
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; eluent.2.acn 0; Merck Supelco Ascentis Express C18; column.usp.code_L1;1000;21;20;375;3;735;0
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; eluent.2.acn 0; Merck Supelco Ascentis Express C18; column.usp.code_L1;1000;21;20;375;3;735;0
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; eluent.2.acn 0; Merck Supelco Ascentis Express C18; column.usp.code_L1;1000;21;20;390;3;735;0
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; eluent.2.acn 0; Merck Supelco Ascentis Express C18; column.usp.code_L1;1000;21;20;390;3;735;0
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; eluent.2.acn 0; Merck Supelco Ascentis Express C18; column.usp.code_L1;1000;21;20;410;3;735;0
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; eluent.2.acn 0; Merck Supelco Ascentis Express C18; column.usp.code_L1;1000;21;20;410;3;735;0
Naphthalenes (CHEMONTID:0000023); eluent.1.h2o 0; eluent.2.acn 0; Merck Supelco Ascentis Express C18; column.usp.code_L1;1000;21;20;425;3;735;0
